subset,split,code,script,name,family,words,documents,utf8_bytes,utf8_bytes_human,parquet_bytes,parquet_bytes_human,bible_ratio,wiki_ratio
mej_Latn,test,mej,Latn,Meyah,East Bird’s Head-Sentani,3390,3,17352,16.95KB,11343,11.08KB,-,-
mej_Latn_removed,train,mej,Latn,Meyah,East Bird’s Head-Sentani,-,1995,1539725,1.47MB,406855,397.32KB,-,-
mek_Latn,train,mek,Latn,Mekeo,Austronesian,308558,252,1656246,1.58MB,467435,456.48KB,1.000,0.000
mek_Latn,test,mek,Latn,Mekeo,Austronesian,3051,3,16390,16.01KB,9923,9.69KB,-,-
mek_Latn_removed,train,mek,Latn,Mekeo,Austronesian,-,538,2187174,2.09MB,571932,558.53KB,-,-
men_Latn,train,men,Latn,Mende (Sierra Leone),Niger-Congo,440474,608,2062834,1.97MB,774177,756.03KB,0.993,0.000
men_Latn,test,men,Latn,Mende (Sierra Leone),Niger-Congo,3837,9,17405,17.00KB,22766,22.23KB,-,-
men_Latn_removed,train,men,Latn,Mende (Sierra Leone),Niger-Congo,-,623,703394,686.91KB,281657,275.06KB,-,-
meq_Latn,train,meq,Latn,Merey,Afro-Asiatic,372532,297,1696102,1.62MB,523470,511.20KB,1.000,0.000
meq_Latn,test,meq,Latn,Merey,Afro-Asiatic,1368,1,6654,6.50KB,6842,6.68KB,-,-
meq_Latn_removed,train,meq,Latn,Merey,Afro-Asiatic,-,82,283557,276.91KB,87798,85.74KB,-,-
mer_Latn,train,mer,Latn,Meru,Niger-Congo,71421,613,438586,428.31KB,205453,200.64KB,0.007,0.000
mer_Latn,test,mer,Latn,Meru,Niger-Congo,1091,9,6799,6.64KB,12467,12.17KB,-,-
mer_Latn_removed,train,mer,Latn,Meru,Niger-Congo,-,4342,3134563,2.99MB,1185196,1.13MB,-,-
met_Latn,train,met,Latn,Mato,Austronesian,3622,7,19881,19.42KB,14716,14.37KB,1.000,0.000
met_Latn_removed,train,met,Latn,Mato,Austronesian,-,805,1500761,1.43MB,402911,393.47KB,-,-
meu_Latn,train,meu,Latn,Motu,Austronesian,1268613,1294,6214120,5.93MB,1855565,1.77MB,0.986,0.002
meu_Latn,test,meu,Latn,Motu,Austronesian,9565,9,46489,45.40KB,26825,26.20KB,-,-
meu_Latn_removed,train,meu,Latn,Motu,Austronesian,-,7008,12123585,11.56MB,3818524,3.64MB,-,-
mev_Latn,train,mev,Latn,Mano,Niger-Congo,3407,13,15445,15.08KB,17778,17.36KB,1.000,0.000
mev_Latn_removed,train,mev,Latn,Mano,Niger-Congo,-,91,489430,477.96KB,124194,121.28KB,-,-
mfe_Latn,train,mfe,Latn,Morisyen,Creole,6037499,8899,28539312,27.22MB,13062786,12.46MB,0.153,0.002
mfe_Latn,test,mfe,Latn,Morisyen,Creole,55990,109,257502,251.47KB,133576,130.45KB,-,-
mfe_Latn_removed,train,mfe,Latn,Morisyen,Creole,-,818648,1056959077,1007.99MB,462259434,440.84MB,-,-
mfg_Latn,train,mfg,Latn,Mogofin,Niger-Congo,590,6,2663,2.60KB,7606,7.43KB,0.000,0.000
mfg_Latn_removed,train,mfg,Latn,Mogofin,Niger-Congo,-,61,121513,118.67KB,41936,40.95KB,-,-
mfh_Latn,train,mfh,Latn,Matal,Afro-Asiatic,47073,17,229817,224.43KB,76208,74.42KB,1.000,0.000
mfh_Latn_removed,train,mfh,Latn,Matal,Afro-Asiatic,-,1394,6898855,6.58MB,1083769,1.03MB,-,-
mfi_Latn,train,mfi,Latn,Wandala,Afro-Asiatic,398741,423,1880780,1.79MB,615920,601.48KB,1.000,0.000
mfi_Latn,test,mfi,Latn,Wandala,Afro-Asiatic,1773,5,8233,8.04KB,10219,9.98KB,-,-
mfi_Latn_removed,train,mfi,Latn,Wandala,Afro-Asiatic,-,1312,502563,490.78KB,204049,199.27KB,-,-
mfk_Latn,train,mfk,Latn,North Mofu,Afro-Asiatic,3899,4,16706,16.31KB,17606,17.19KB,1.000,0.000
mfk_Latn_removed,train,mfk,Latn,North Mofu,Afro-Asiatic,-,401,2274503,2.17MB,429940,419.86KB,-,-
mfq_Latn,train,mfq,Latn,Moba,Niger-Congo,635011,966,2698761,2.57MB,1029442,1005.31KB,0.970,0.000
mfq_Latn,test,mfq,Latn,Moba,Niger-Congo,7851,9,34621,33.81KB,26480,25.86KB,-,-
mfq_Latn_removed,train,mfq,Latn,Moba,Niger-Congo,-,2773,11891525,11.34MB,2365578,2.26MB,-,-
mfy_Latn,train,mfy,Latn,Mayo,Uto-Aztecan,28692,72,176128,172.00KB,87768,85.71KB,0.361,0.000
mfy_Latn_removed,train,mfy,Latn,Mayo,Uto-Aztecan,-,5144,9921327,9.46MB,2843596,2.71MB,-,-
mfz_Latn,train,mfz,Latn,Mabaan,Nilo-Saharan,258958,291,1382579,1.32MB,449711,439.17KB,1.000,0.000
mfz_Latn,test,mfz,Latn,Mabaan,Nilo-Saharan,2679,3,13854,13.53KB,23925,23.36KB,-,-
mfz_Latn_removed,train,mfz,Latn,Mabaan,Nilo-Saharan,-,508,586252,572.51KB,190470,186.01KB,-,-
mgc_Latn,train,mgc,Latn,Morokodo,Nilo-Saharan,3096,5,13557,13.24KB,23713,23.16KB,1.000,0.000
mgc_Latn_removed,train,mgc,Latn,Morokodo,Nilo-Saharan,-,4,11659,11.39KB,11368,11.10KB,-,-
mgh_Latn,train,mgh,Latn,Makhuwa-Meetto,Niger-Congo,69990,186,432414,422.28KB,137345,134.13KB,0.505,0.000
mgh_Latn,test,mgh,Latn,Makhuwa-Meetto,Niger-Congo,1270,3,7828,7.64KB,9722,9.49KB,-,-
mgh_Latn_removed,train,mgh,Latn,Makhuwa-Meetto,Niger-Congo,-,13194,35718563,34.06MB,9875972,9.42MB,-,-
mgo_Latn,train,mgo,Latn,Meta',Niger-Congo,1360,6,8461,8.26KB,11251,10.99KB,0.667,0.000
mgo_Latn_removed,train,mgo,Latn,Meta',Niger-Congo,-,395,1324431,1.26MB,535746,523.19KB,-,-
mgr_Latn,train,mgr,Latn,Mambwe-Lungu,Niger-Congo,722648,950,4187275,3.99MB,1610738,1.54MB,0.998,0.000
mgr_Latn,test,mgr,Latn,Mambwe-Lungu,Niger-Congo,18059,13,105087,102.62KB,50553,49.37KB,-,-
mgr_Latn_removed,train,mgr,Latn,Mambwe-Lungu,Niger-Congo,-,4907,18202313,17.36MB,5233365,4.99MB,-,-
mhi_Latn,train,mhi,Latn,Ma'di,Nilo-Saharan,18116,26,76247,74.46KB,42755,41.75KB,0.192,0.000
mhi_Latn_removed,train,mhi,Latn,Ma'di,Nilo-Saharan,-,460,665507,649.91KB,145579,142.17KB,-,-
mhl_Latn,train,mhl,Latn,Mauwake,Trans-New Guinea,322560,248,1519440,1.45MB,441550,431.20KB,0.996,0.000
mhl_Latn,test,mhl,Latn,Mauwake,Trans-New Guinea,3619,3,16984,16.59KB,10398,10.15KB,-,-
mhl_Latn_removed,train,mhl,Latn,Mauwake,Trans-New Guinea,-,408,3512408,3.35MB,398110,388.78KB,-,-
mhr_Cyrl,train,mhr,Cyrl,Eastern Mari,Uralic,14628260,27830,148101836,141.24MB,46945708,44.77MB,0.000,0.060
mhr_Cyrl,test,mhr,Cyrl,Eastern Mari,Uralic,189834,268,1834841,1.75MB,613282,598.91KB,-,-
mhr_Cyrl_removed,train,mhr,Cyrl,Eastern Mari,Uralic,-,98530,147934347,141.08MB,44337502,42.28MB,-,-
mhw_Latn,train,mhw,Latn,Mbukushu,Niger-Congo,42489,12,243446,237.74KB,89094,87.01KB,0.833,0.000
mhw_Latn_removed,train,mhw,Latn,Mbukushu,Niger-Congo,-,155,1488088,1.42MB,351254,343.02KB,-,-
mhx_Latn,train,mhx,Latn,Maru,Sino-Tibetan,314882,29,962767,940.20KB,286386,279.67KB,0.862,0.000
mhx_Latn_removed,train,mhx,Latn,Maru,Sino-Tibetan,-,1992,2455336,2.34MB,860113,839.95KB,-,-
mhy_Latn,train,mhy,Latn,Ma'anyan,Austronesian,12323,9,80274,78.39KB,42363,41.37KB,0.000,0.111
mhy_Latn,test,mhy,Latn,Ma'anyan,Austronesian,480,1,2553,2.49KB,16144,15.77KB,-,-
mhy_Latn_removed,train,mhy,Latn,Ma'anyan,Austronesian,-,489,1552332,1.48MB,472908,461.82KB,-,-
mib_Latn,train,mib,Latn,Atatláhuca Mixtec,Otomanguean,55683,56,285970,279.27KB,90757,88.63KB,1.000,0.000
mib_Latn_removed,train,mib,Latn,Atatláhuca Mixtec,Otomanguean,-,19,38262,37.37KB,28664,27.99KB,-,-
mic_Latn,train,mic,Latn,Mi'kmaq,Algic,222548,207,1435453,1.37MB,560592,547.45KB,0.836,0.000
mic_Latn_removed,train,mic,Latn,Mi'kmaq,Algic,-,2120,11078945,10.57MB,2375646,2.27MB,-,-
mie_Latn,train,mie,Latn,Ocotepec Mixtec,Otomanguean,74521,72,379320,370.43KB,114772,112.08KB,1.000,0.000
mie_Latn_removed,train,mie,Latn,Ocotepec Mixtec,Otomanguean,-,4107,10902594,10.40MB,5427721,5.18MB,-,-
mif_Latn,train,mif,Latn,Mofu-Gudur,Afro-Asiatic,438108,476,1950210,1.86MB,587371,573.60KB,0.998,0.000
mif_Latn,test,mif,Latn,Mofu-Gudur,Afro-Asiatic,5871,4,25675,25.07KB,18321,17.89KB,-,-
mif_Latn_removed,train,mif,Latn,Mofu-Gudur,Afro-Asiatic,-,1163,517535,505.41KB,205144,200.34KB,-,-
mig_Latn,train,mig,Latn,San Miguel El Grande Mixtec,Otomanguean,42806,54,298643,291.64KB,93368,91.18KB,1.000,0.000
mig_Latn,test,mig,Latn,San Miguel El Grande Mixtec,Otomanguean,2310,2,15848,15.48KB,9888,9.66KB,-,-
mig_Latn_removed,train,mig,Latn,San Miguel El Grande Mixtec,Otomanguean,-,33,177874,173.71KB,60739,59.32KB,-,-
mih_Latn,train,mih,Latn,Chayuco Mixtec,Otomanguean,98634,140,447844,437.35KB,140924,137.62KB,1.000,0.000
mih_Latn_removed,train,mih,Latn,Chayuco Mixtec,Otomanguean,-,563,312152,304.84KB,100337,97.99KB,-,-
mil_Latn,train,mil,Latn,Peñoles Mixtec,Otomanguean,347433,414,2518257,2.40MB,647617,632.44KB,1.000,0.000
mil_Latn,test,mil,Latn,Peñoles Mixtec,Otomanguean,3988,4,28958,28.28KB,13353,13.04KB,-,-
mil_Latn_removed,train,mil,Latn,Peñoles Mixtec,Otomanguean,-,1680,4555809,4.34MB,801459,782.67KB,-,-
mim_Latn,train,mim,Latn,Alacatlatzala Mixtec,Otomanguean,33098,25,202123,197.39KB,56347,55.03KB,1.000,0.000
mim_Latn_removed,train,mim,Latn,Alacatlatzala Mixtec,Otomanguean,-,19,140015,136.73KB,40677,39.72KB,-,-
min_Latn,train,min,Latn,Minangkabau,Austronesian,457476,557,2546877,2.43MB,950434,928.16KB,0.000,0.223
min_Latn,test,min,Latn,Minangkabau,Austronesian,9811,11,56030,54.72KB,33465,32.68KB,-,-
min_Latn_removed,train,min,Latn,Minangkabau,Austronesian,-,507324,814359581,776.63MB,313596082,299.07MB,-,-
mio_Latn,train,mio,Latn,Pinotepa Nacional Mixtec,Otomanguean,114960,100,498095,486.42KB,149463,145.96KB,0.920,0.000
mio_Latn,test,mio,Latn,Pinotepa Nacional Mixtec,Otomanguean,902,1,3911,3.82KB,21356,20.86KB,-,-
mio_Latn_removed,train,mio,Latn,Pinotepa Nacional Mixtec,Otomanguean,-,68,759524,741.72KB,212019,207.05KB,-,-
mip_Latn,train,mip,Latn,Apasco-Apoala Mixtec,Otomanguean,8934,15,43612,42.59KB,23545,22.99KB,0.000,0.000
mip_Latn,test,mip,Latn,Apasco-Apoala Mixtec,Otomanguean,517,1,2422,2.37KB,16830,16.44KB,-,-
mip_Latn_removed,train,mip,Latn,Apasco-Apoala Mixtec,Otomanguean,-,82,242896,237.20KB,48532,47.39KB,-,-
miq_Latn,train,miq,Latn,Mískito,Misumalpan,389248,399,1909687,1.82MB,699728,683.33KB,0.747,0.000
miq_Latn,test,miq,Latn,Mískito,Misumalpan,2321,3,11552,11.28KB,15210,14.85KB,-,-
miq_Latn_removed,train,miq,Latn,Mískito,Misumalpan,-,22466,9155586,8.73MB,4173012,3.98MB,-,-
mir_Latn,train,mir,Latn,Isthmus Mixe,Mixe-Zoquean,63941,74,509929,497.98KB,150681,147.15KB,1.000,0.000
mir_Latn,test,mir,Latn,Isthmus Mixe,Mixe-Zoquean,1502,3,11840,11.56KB,8651,8.45KB,-,-
mir_Latn_removed,train,mir,Latn,Isthmus Mixe,Mixe-Zoquean,-,262,982940,959.90KB,310662,303.38KB,-,-
mit_Latn,train,mit,Latn,Southern Puebla Mixtec,Otomanguean,69430,70,470358,459.33KB,150297,146.77KB,1.000,0.000
mit_Latn_removed,train,mit,Latn,Southern Puebla Mixtec,Otomanguean,-,54,34090,33.29KB,24842,24.26KB,-,-
miy_Latn,train,miy,Latn,Ayutla Mixtec,Otomanguean,56870,55,409364,399.77KB,101420,99.04KB,0.891,0.000
miy_Latn,test,miy,Latn,Ayutla Mixtec,Otomanguean,1070,1,7643,7.46KB,6519,6.37KB,-,-
miy_Latn_removed,train,miy,Latn,Ayutla Mixtec,Otomanguean,-,18,27751,27.10KB,13817,13.49KB,-,-
miz_Latn,train,miz,Latn,Coatzospan Mixtec,Otomanguean,65664,64,313762,306.41KB,104127,101.69KB,1.000,0.000
miz_Latn_removed,train,miz,Latn,Coatzospan Mixtec,Otomanguean,-,32,1134719,1.08MB,360025,351.59KB,-,-
mjc_Latn,train,mjc,Latn,San Juan Colorado Mixtec,Otomanguean,70805,71,342741,334.71KB,122598,119.72KB,0.873,0.000
mjc_Latn,test,mjc,Latn,San Juan Colorado Mixtec,Otomanguean,1263,1,6193,6.05KB,6295,6.15KB,-,-
mjc_Latn_removed,train,mjc,Latn,San Juan Colorado Mixtec,Otomanguean,-,94,2360293,2.25MB,620269,605.73KB,-,-
mjw_Latn,train,mjw,Latn,Karbi,Sino-Tibetan,574781,2084,3256597,3.11MB,1365811,1.30MB,0.002,0.000
mjw_Latn,test,mjw,Latn,Karbi,Sino-Tibetan,5596,22,31831,31.08KB,27336,26.70KB,-,-
mjw_Latn_removed,train,mjw,Latn,Karbi,Sino-Tibetan,-,5681,18970728,18.09MB,5167797,4.93MB,-,-
mkd_Cyrl,train,mkd,Cyrl,Macedonian,Indo-European,1611392841,4150902,16096523670,14.99GB,5173137721,4.82GB,-,-
mkd_Cyrl,test,mkd,Cyrl,Macedonian,Indo-European,16174322,41949,161415289,153.94MB,53266424,50.80MB,-,-
mkd_Cyrl_removed,train,mkd,Cyrl,Macedonian,Indo-European,-,4767642,14154328469,13.18GB,4471536132,4.16GB,-,-
mkl_Latn,train,mkl,Latn,Mokole,Niger-Congo,50279,49,239332,233.72KB,81723,79.81KB,1.000,0.000
mkl_Latn_removed,train,mkl,Latn,Mokole,Niger-Congo,-,19,73898,72.17KB,31847,31.10KB,-,-
mkn_Latn,train,mkn,Latn,Kupang Malay,Creole,357370,311,1643151,1.57MB,560126,547.00KB,0.749,0.003
mkn_Latn,test,mkn,Latn,Kupang Malay,Creole,10834,6,48865,47.72KB,22160,21.64KB,-,-
mkn_Latn_removed,train,mkn,Latn,Kupang Malay,Creole,-,343,1253999,1.20MB,428799,418.75KB,-,-
mks_Latn,train,mks,Latn,Silacayoapan Mixtec,Otomanguean,56211,56,348754,340.58KB,97717,95.43KB,1.000,0.000
mks_Latn,test,mks,Latn,Silacayoapan Mixtec,Otomanguean,695,1,4330,4.23KB,5802,5.67KB,-,-
mks_Latn_removed,train,mks,Latn,Silacayoapan Mixtec,Otomanguean,-,38,250105,244.24KB,68780,67.17KB,-,-
mkz_Latn,train,mkz,Latn,Makasae,Trans-New Guinea,592,2,2583,2.52KB,10928,10.67KB,0.500,0.000
mkz_Latn_removed,train,mkz,Latn,Makasae,Trans-New Guinea,-,585,315175,307.79KB,140633,137.34KB,-,-
mlh_Latn,train,mlh,Latn,Mape,Trans-New Guinea,68421,68,413939,404.24KB,118603,115.82KB,1.000,0.000
mlh_Latn_removed,train,mlh,Latn,Mape,Trans-New Guinea,-,21044,1858979,1.77MB,2065265,1.97MB,-,-
mlp_Latn,train,mlp,Latn,Bargam,Trans-New Guinea,395313,361,1974731,1.88MB,625067,610.42KB,0.994,0.000
mlp_Latn,test,mlp,Latn,Bargam,Trans-New Guinea,3249,2,16419,16.03KB,10672,10.42KB,-,-
mlp_Latn_removed,train,mlp,Latn,Bargam,Trans-New Guinea,-,5333,6711704,6.40MB,2173841,2.07MB,-,-
mlt_Latn,train,mlt,Latn,Maltese,Afro-Asiatic,286548586,489190,1642185804,1.53GB,733570632,699.59MB,0.002,0.003
mlt_Latn,test,mlt,Latn,Maltese,Afro-Asiatic,3093925,5193,17714725,16.89MB,8136189,7.76MB,-,-
mlt_Latn_removed,train,mlt,Latn,Maltese,Afro-Asiatic,-,9634147,11596518252,10.80GB,5362588985,4.99GB,-,-
mlu_Latn,train,mlu,Latn,To'abaita,Austronesian,27329,61,135428,132.25KB,57970,56.61KB,1.000,0.000
mlu_Latn_removed,train,mlu,Latn,To'abaita,Austronesian,-,1805,3429639,3.27MB,1162588,1.11MB,-,-
mmn_Latn,train,mmn,Latn,Mamanwa,Austronesian,220798,701,1151666,1.10MB,354491,346.18KB,1.000,0.000
mmn_Latn,test,mmn,Latn,Mamanwa,Austronesian,2119,6,11018,10.76KB,8710,8.51KB,-,-
mmn_Latn_removed,train,mmn,Latn,Mamanwa,Austronesian,-,4676,2052184,1.96MB,711497,694.82KB,-,-
mmo_Latn,train,mmo,Latn,Mangga Buang,Austronesian,343383,531,1561971,1.49MB,501857,490.09KB,1.000,0.000
mmo_Latn,test,mmo,Latn,Mangga Buang,Austronesian,138,2,613,613.00B,5989,5.85KB,-,-
mmo_Latn_removed,train,mmo,Latn,Mangga Buang,Austronesian,-,8637,9111797,8.69MB,3130092,2.99MB,-,-
mmx_Latn,train,mmx,Latn,Madak,Austronesian,440380,468,2097877,2.00MB,636695,621.77KB,0.959,0.000
mmx_Latn,test,mmx,Latn,Madak,Austronesian,4060,5,19548,19.09KB,13901,13.58KB,-,-
mmx_Latn_removed,train,mmx,Latn,Madak,Austronesian,-,1327,2866691,2.73MB,1046622,1022.09KB,-,-
mna_Latn,train,mna,Latn,Mbula,Austronesian,213280,175,993339,970.06KB,309364,302.11KB,0.994,0.000
mna_Latn,test,mna,Latn,Mbula,Austronesian,7533,6,35078,34.26KB,17236,16.83KB,-,-
mna_Latn_removed,train,mna,Latn,Mbula,Austronesian,-,491,2612683,2.49MB,820021,800.80KB,-,-
mnb_Latn,train,mnb,Latn,Muna,Austronesian,2679,7,16600,16.21KB,22348,21.82KB,0.429,0.143
mnb_Latn_removed,train,mnb,Latn,Muna,Austronesian,-,2210,17261263,16.46MB,4815895,4.59MB,-,-
mnf_Latn,train,mnf,Latn,Mundani,Niger-Congo,36363,14,177958,173.79KB,62391,60.93KB,1.000,0.000
mnf_Latn_removed,train,mnf,Latn,Mundani,Niger-Congo,-,28,33075,32.30KB,12396,12.11KB,-,-
mni_Beng,train,mni,Beng,Manipuri,Sino-Tibetan,2688747,3405,42344976,40.38MB,9886501,9.43MB,0.002,0.001
mni_Beng,test,mni,Beng,Manipuri,Sino-Tibetan,21096,27,353352,345.07KB,97361,95.08KB,-,-
mni_Beng_removed,train,mni,Beng,Manipuri,Sino-Tibetan,-,8288,25979263,24.78MB,7072859,6.75MB,-,-
mni_Latn,train,mni,Latn,Manipuri,Sino-Tibetan,1700950,1395,10381098,9.90MB,4429986,4.22MB,0.008,0.000
mni_Latn,test,mni,Latn,Manipuri,Sino-Tibetan,20563,15,128807,125.79KB,60134,58.72KB,-,-
mni_Latn_removed,train,mni,Latn,Manipuri,Sino-Tibetan,-,34328,101862604,97.14MB,34105327,32.53MB,-,-
mni_Mtei,train,mni,Mtei,Manipuri,Sino-Tibetan,61256,169,970020,947.29KB,239344,233.73KB,0.000,0.556
mni_Mtei,test,mni,Mtei,Manipuri,Sino-Tibetan,233,2,4462,4.36KB,14619,14.28KB,-,-
mni_Mtei_removed,train,mni,Mtei,Manipuri,Sino-Tibetan,-,3718,7700215,7.34MB,1657918,1.58MB,-,-
mnk_Latn,train,mnk,Latn,Mandinka,Niger-Congo,132302,76,593714,579.80KB,211416,206.46KB,0.132,0.000
mnk_Latn,test,mnk,Latn,Mandinka,Niger-Congo,904,2,4154,4.06KB,14939,14.59KB,-,-
mnk_Latn_removed,train,mnk,Latn,Mandinka,Niger-Congo,-,2048,3036177,2.90MB,861937,841.74KB,-,-
mns_Cyrl,train,mns,Cyrl,Mansi,Uralic,6035,10,54976,53.69KB,32716,31.95KB,0.000,0.000
mns_Cyrl_removed,train,mns,Cyrl,Mansi,Uralic,-,3898,14836151,14.15MB,2338558,2.23MB,-,-
mnw_Mymr,train,mnw,Mymr,Mon,Austro-Asiatic,1236228,2340,27943423,26.65MB,6167303,5.88MB,0.000,0.232
mnw_Mymr,test,mnw,Mymr,Mon,Austro-Asiatic,26648,19,621766,607.19KB,137127,133.91KB,-,-
mnw_Mymr_removed,train,mnw,Mymr,Mon,Austro-Asiatic,-,6060,19491440,18.59MB,3340791,3.19MB,-,-
mnx_Latn,train,mnx,Latn,Manikion,East Bird’s Head-Sentani,737,2,3763,3.67KB,13216,12.91KB,1.000,0.000
mnx_Latn_removed,train,mnx,Latn,Manikion,East Bird’s Head-Sentani,-,31,1114584,1.06MB,324466,316.86KB,-,-
mny_Latn,train,mny,Latn,Manyawa,Niger-Congo,7249,42,46600,45.51KB,33828,33.04KB,0.976,0.000
mny_Latn_removed,train,mny,Latn,Manyawa,Niger-Congo,-,21004,3855125,3.68MB,2239506,2.14MB,-,-
moa_Latn,train,moa,Latn,Mwan,Niger-Congo,7311,6,29528,28.84KB,15260,14.90KB,1.000,0.000
moa_Latn_removed,train,moa,Latn,Mwan,Niger-Congo,-,16,33222,32.44KB,20066,19.60KB,-,-
moc_Latn,train,moc,Latn,Mocoví,Guaykuruan,6528,7,34414,33.61KB,25415,24.82KB,0.714,0.000
moc_Latn_removed,train,moc,Latn,Mocoví,Guaykuruan,-,601,675310,659.48KB,233199,227.73KB,-,-
mog_Latn,train,mog,Latn,Mongondow,Austronesian,9839,27,52860,51.62KB,26247,25.63KB,0.778,0.000
mog_Latn,test,mog,Latn,Mongondow,Austronesian,120,1,702,702.00B,8132,7.94KB,-,-
mog_Latn_removed,train,mog,Latn,Mongondow,Austronesian,-,2079,8702363,8.30MB,1999085,1.91MB,-,-
moh_Latn,train,moh,Latn,Mohawk,Iroquoian,62901,86,390760,381.60KB,151969,148.41KB,0.070,0.000
moh_Latn,test,moh,Latn,Mohawk,Iroquoian,1349,2,8309,8.11KB,15883,15.51KB,-,-
moh_Latn_removed,train,moh,Latn,Mohawk,Iroquoian,-,2556,8315809,7.93MB,2492420,2.38MB,-,-
mop_Latn,train,mop,Latn,Mopán Maya,Mayan,399835,316,1659724,1.58MB,502217,490.45KB,1.000,0.000
mop_Latn,test,mop,Latn,Mopán Maya,Mayan,2539,3,10784,10.53KB,13743,13.42KB,-,-
mop_Latn_removed,train,mop,Latn,Mopán Maya,Mayan,-,213,1123618,1.07MB,326005,318.36KB,-,-
mor_Latn,train,mor,Latn,Moro,Niger-Congo,3112,3,22304,21.78KB,22544,22.02KB,1.000,0.000
mor_Latn_removed,train,mor,Latn,Moro,Niger-Congo,-,9,13489,13.17KB,11174,10.91KB,-,-
mos_Latn,train,mos,Latn,Mossi,Niger-Congo,2708790,2240,11474306,10.94MB,4620700,4.41MB,0.588,0.012
mos_Latn,test,mos,Latn,Mossi,Niger-Congo,37506,26,159370,155.63KB,75514,73.74KB,-,-
mos_Latn_removed,train,mos,Latn,Mossi,Niger-Congo,-,201280,73599275,70.19MB,50281430,47.95MB,-,-
mox_Latn,train,mox,Latn,Molima,Austronesian,300391,255,1768255,1.69MB,478765,467.54KB,1.000,0.000
mox_Latn,test,mox,Latn,Molima,Austronesian,3843,4,22100,21.58KB,18881,18.44KB,-,-
mox_Latn_removed,train,mox,Latn,Molima,Austronesian,-,174,274450,268.02KB,89298,87.21KB,-,-
mpg_Latn,train,mpg,Latn,Marba,Afro-Asiatic,7149,5,32358,31.60KB,16034,15.66KB,1.000,0.000
mpg_Latn_removed,train,mpg,Latn,Marba,Afro-Asiatic,-,305,371655,362.94KB,101920,99.53KB,-,-
mph_Latn,train,mph,Latn,Maung,Australian,26832,15,162707,158.89KB,53917,52.65KB,0.067,0.000
mph_Latn_removed,train,mph,Latn,Maung,Australian,-,77,585902,572.17KB,54372,53.10KB,-,-
mpm_Latn,train,mpm,Latn,Yosondúa Mixtec,Otomanguean,256093,176,1173125,1.12MB,351075,342.85KB,1.000,0.000
mpm_Latn,test,mpm,Latn,Yosondúa Mixtec,Otomanguean,5066,4,22931,22.39KB,12279,11.99KB,-,-
mpm_Latn_removed,train,mpm,Latn,Yosondúa Mixtec,Otomanguean,-,126,616936,602.48KB,195667,191.08KB,-,-
mpp_Latn,train,mpp,Latn,Migabac,Trans-New Guinea,382881,460,2297115,2.19MB,718168,701.34KB,1.000,0.000
mpp_Latn,test,mpp,Latn,Migabac,Trans-New Guinea,6313,6,37091,36.22KB,17298,16.89KB,-,-
mpp_Latn_removed,train,mpp,Latn,Migabac,Trans-New Guinea,-,11482,13866206,13.22MB,3903952,3.72MB,-,-
mps_Latn,train,mps,Latn,Dadibi,Trans-New Guinea,1473984,965,6944592,6.62MB,1990646,1.90MB,1.000,0.000
mps_Latn,test,mps,Latn,Dadibi,Trans-New Guinea,17116,10,80668,78.78KB,33628,32.84KB,-,-
mps_Latn_removed,train,mps,Latn,Dadibi,Trans-New Guinea,-,2543,3161302,3.01MB,991209,967.98KB,-,-
mpt_Latn,train,mpt,Latn,Mian,Trans-New Guinea,48100,36,274368,267.94KB,83191,81.24KB,0.972,0.000
mpt_Latn_removed,train,mpt,Latn,Mian,Trans-New Guinea,-,3548,176613127,168.43MB,15867486,15.13MB,-,-
mpx_Latn,train,mpx,Latn,Misima-Panaeati,Austronesian,670880,773,3310277,3.16MB,1027401,1003.32KB,1.000,0.000
mpx_Latn,test,mpx,Latn,Misima-Panaeati,Austronesian,3874,7,19740,19.28KB,17496,17.09KB,-,-
mpx_Latn_removed,train,mpx,Latn,Misima-Panaeati,Austronesian,-,1721,877039,856.48KB,318582,311.12KB,-,-
mqb_Latn,train,mqb,Latn,Mbuko,Afro-Asiatic,419007,333,1820018,1.74MB,577781,564.24KB,0.943,0.000
mqb_Latn,test,mqb,Latn,Mbuko,Afro-Asiatic,980,2,4408,4.30KB,14971,14.62KB,-,-
mqb_Latn_removed,train,mqb,Latn,Mbuko,Afro-Asiatic,-,344,138569,135.32KB,61361,59.92KB,-,-
mqj_Latn,train,mqj,Latn,Mamasa,Austronesian,113904,145,633026,618.19KB,219179,214.04KB,0.966,0.000
mqj_Latn,test,mqj,Latn,Mamasa,Austronesian,1511,3,8781,8.58KB,17904,17.48KB,-,-
mqj_Latn_removed,train,mqj,Latn,Mamasa,Austronesian,-,3747,33623056,32.07MB,9000735,8.58MB,-,-
mqy_Latn,train,mqy,Latn,Manggarai,Austronesian,33235,46,157271,153.58KB,76105,74.32KB,0.326,0.000
mqy_Latn_removed,train,mqy,Latn,Manggarai,Austronesian,-,4245,2312867,2.21MB,999147,975.73KB,-,-
mrg_Latn,train,mrg,Latn,Mising,Sino-Tibetan,1986,2,8627,8.42KB,13649,13.33KB,1.000,0.000
mrg_Latn_removed,train,mrg,Latn,Mising,Sino-Tibetan,-,22559,72645696,69.28MB,14039870,13.39MB,-,-
mri_Latn,train,mri,Latn,Maori,Austronesian,121260744,166938,539994062,514.98MB,211571007,201.77MB,0.006,0.004
